web-scraper-order,web-scraper-start-url,link,link-href,title,area,price,rooms,address,advertiser
"1598196158-3014","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=10&rows=100","2-Zimmer | 54m² | 3. OG | Balkon | ab sofort | provisionsfrei","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/2-zimmer-54m-3-og-balkon-ab-sofort-provisionsfrei-401642399/","2-Zimmer | 54m² | 3. OG | Balkon | ab sofort | provisionsfrei","54 m","650,18","2 Zimmer","8053
    
    
        Graz","WIGA Investment- und Beteiligungs GmbH"
"1598196139-2361","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=17&rows=100","Direkt bei der Uni - Studentenhit - WG tauglich! wird gerade topsaniert!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/direkt-bei-der-uni-studentenhit-wg-tauglich-wird-gerade-topsaniert-400513215/","Direkt bei der Uni - Studentenhit - WG tauglich! wird gerade topsaniert!","107 m","1.176,-","4 Zimmer","8010
    
    
        Graz","Gewerblicher Anbieter"
"1598196090-583","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=34&rows=100","Petrifelderstraße 95/10 - Singlewohnung mit einer großzügigen Terrasse","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/petrifelderstrasse-95-10-singlewohnung-mit-einer-grosszuegigen-terrasse-375642775/","Petrifelderstraße 95/10 - Singlewohnung mit einer großzügigen Terrasse","32 m","493,-","1 Zimmer","8041
    
    
        Graz","Wesiak Gesellschaft m.b.H."
"1598196122-1778","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=23&rows=100","PROVISIONSFREIE TOP-WOHNUNG MIT STADTBLICK IM INNOVATIVEN UND NACHHALTIGEN STADTTEIL...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/provisionsfreie-top-wohnung-mit-stadtblick-im-innovativen-und-nachhaltigen-stadtteil-reininghaus-mit-vielen-extras-386446537/","PROVISIONSFREIE TOP-WOHNUNG MIT STADTBLICK IM INNOVATIVEN UND NACHHALTIGEN STADTTEIL...","51 m","622,82","2 Zimmer","8020
    
    
        Graz","IVV Verkauf und Vermietungs GmbH"
"1598196099-963","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=31&rows=100","Schöne und ruhige Wohnung mit Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schoene-und-ruhige-wohnung-mit-balkon-247239684/","Schöne und ruhige Wohnung mit Balkon","74 m","1.030,51","3 Zimmer","8010
    
    
        Graz","GRAWE IMMOBILIEN Verwaltungs GmbH"
"1598196139-2368","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=17&rows=100","TOP 2-Zimmer Wohnung Nähe der TU Graz - Neubau - bezugsfertig ab 01.08.2020 - große Fensterflächen und...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/top-2-zimmer-wohnung-naehe-der-tu-graz-neubau-bezugsfertig-ab-01-08-2020-grosse-fensterflaechen-und-fussbodenheizung-394019658/","TOP 2-Zimmer Wohnung Nähe der TU Graz - Neubau - bezugsfertig ab 01.08.2020 - große Fensterflächen und...","52 m","715,67","2 Zimmer","8042
    
    
        Graz","Fortuna Immobilien Consulting GmbH"
"1598196110-1373","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=27&rows=100","Nähe Lenplatz - Gemütliche Zweizimmerwohnung für Singles oder Pärchen!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/naehe-lenplatz-gemuetliche-zweizimmerwohnung-fuer-singles-oder-paerchen-348915879/","Nähe Lenplatz - Gemütliche Zweizimmerwohnung für Singles oder Pärchen!","52 m","542,87","2 Zimmer","8020
    
    
        Graz","Knoll & Knoll Immobilientreuhand GmbH"
"1598196147-2613","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=14&rows=100","34,77m² / 1 Zimmer / 4. OG / Mur- & Schlossbergblick / Top 18","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/34-77m-1-zimmer-4-og-mur-schlossbergblick-top-18-401168080/","34,77m² / 1 Zimmer / 4. OG / Mur- & Schlossbergblick / Top 18","35 m","439,08","1 Zimmer","8020
    
    
        Graz","Gewerblicher Anbieter"
"1598196116-1568","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=25&rows=100","Graz-Lend: großzügige 2-Zimmerwohnung mit Aussicht nahe AVL - provisionsfrei!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/graz-lend-grosszuegige-2-zimmerwohnung-mit-aussicht-nahe-avl-provisionsfrei-354804707/","Graz-Lend: großzügige 2-Zimmerwohnung mit Aussicht nahe AVL - provisionsfrei!","79 m","723,73","2 Zimmer","8020
    
    
        Graz","GGW Gemeinn. Grazer Wohnungsgenossenschaft mbH"
"1598196144-2509","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=15&rows=100","3 Zimmer Hauptmietwohnung DG provisionsfrei","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/3-zimmer-hauptmietwohnung-dg-provisionsfrei-401083009/","3 Zimmer Hauptmietwohnung DG provisionsfrei","74 m","699,-","3 Zimmer","8020
    
    
        Graz","Privat"
"1598196175-3609","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=4&rows=100","2 Zimmerwohnung mit Balkon in Jakomini!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/2-zimmerwohnung-mit-balkon-in-jakomini-73965599/","2 Zimmerwohnung mit Balkon in Jakomini!","59 m","569,49","2 Zimmer","8010
    
    
        Graz","Stiwog Immobilien"
"1598196153-2833","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=12&rows=100","Top zentrale Kleinwohnung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/top-zentrale-kleinwohnung-401412144/","Top zentrale Kleinwohnung","37 m","439,-","1 Zimmer","8010
    
    
        Jakomini","Eurobilien, RHI GmbH"
"1598196172-3571","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=5&rows=100","Ab sofort verfügbar - 3-Zimmer-Wohnung mit Balkon in zentraler Lage","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/ab-sofort-verfuegbar-3-zimmer-wohnung-mit-balkon-in-zentraler-lage-402003539/","Ab sofort verfügbar - 3-Zimmer-Wohnung mit Balkon in zentraler Lage","90 m","880,-","3 Zimmer","8010
    
    
        Graz","Angela Eder Immobilien"
"1598196167-3375","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=7&rows=100","> > OHNE PROVISION > IM ERSTBEZUG > WG EIGNUNG IM FOKUS WEST","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/-gt-ohne-provision-im-erstbezug-gt-wg-eignung-im-fokus-west-402330395/","> > OHNE PROVISION > IM ERSTBEZUG > WG EIGNUNG IM FOKUS WEST","105 m","1.249,-","4 Zimmer","8020
    
    
        Graz","DECUS Immobilien GmbH"
"1598196161-3132","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=9&rows=100","sonnige, ruhige Garconniere im Uni Viertel, provisionsfrei","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/sonnige-ruhige-garconniere-im-uni-viertel-provisionsfrei-401736439/","sonnige, ruhige Garconniere im Uni Viertel, provisionsfrei","35 m","460,-","1 Zimmer","8010
    
    
        Geidorf","Privat"
"1598196107-1242","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=28&rows=100","MODERNE 2-ZIMMER-DACHGESCHOSS-WOHNUNG IN TOP LAGE","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/moderne-2-zimmer-dachgeschoss-wohnung-in-top-lage-401828303/","MODERNE 2-ZIMMER-DACHGESCHOSS-WOHNUNG IN TOP LAGE","58 m","706,08","2 Zimmer","8010
    
    
        Geidorf","Hoffmann Gudehus Immobilien"
"1598196178-3689","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=3&rows=100","Helle Maisonette-Wohnung in ruhiger und doch zentraler Lage","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/helle-maisonette-wohnung-in-ruhiger-und-doch-zentraler-lage-375976708/","Helle Maisonette-Wohnung in ruhiger und doch zentraler Lage","86 m","841,76","null","8010
    
    
        Graz","GRAWE IMMOBILIEN Verwaltungs GmbH"
"1598196127-1978","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=21&rows=100","Graz-Stadt, Ruhelage, Oeverseepark, großer Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/graz-stadt-ruhelage-oeverseepark-grosser-balkon-399783061/","Graz-Stadt, Ruhelage, Oeverseepark, großer Balkon","47 m","621,91","2 Zimmer","8020
    
    
        Graz","Privat"
"1598196085-380","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=36&rows=100","Wohnung zu vermieten!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wohnung-zu-vermieten-396426612/","Wohnung zu vermieten!","50 m","590,-","2 Zimmer","8042
    
    
        Graz","Privat"
"1598196107-1258","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=28&rows=100","INNOVATIVES WOHNEN - SMARTES LEBEN! TOP AUSGESTATTETE 2-ZIMMER-WOHNUNG MIT BALKON...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/innovatives-wohnen-smartes-leben-top-ausgestattete-2-zimmer-wohnung-mit-balkon-inkl-einbaukueche-tolle-infrastruktur-398484077/","INNOVATIVES WOHNEN - SMARTES LEBEN! TOP AUSGESTATTETE 2-ZIMMER-WOHNUNG MIT BALKON...","36 m","549,-","2 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196122-1716","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=23&rows=100","JETZT BESICHTIGEN: SICHER UND KONTAKTLOS!/ Schöne 2-Zimmer-Wohnung mit Balkon - Lazarettgürtel 100b - Top...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/jetzt-besichtigen-sicher-und-kontaktlos-schoene-2-zimmer-wohnung-mit-balkon-lazarettguertel-100b-top-16-349491389/","JETZT BESICHTIGEN: SICHER UND KONTAKTLOS!/ Schöne 2-Zimmer-Wohnung mit Balkon - Lazarettgürtel 100b - Top...","56 m","604,34","2 Zimmer","8020
    
    
        Graz","IVV Verkauf und Vermietungs GmbH"
"1598196133-2175","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=19&rows=100","Romantische Maisonette-Wohnung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/romantische-maisonette-wohnung-400114935/","Romantische Maisonette-Wohnung","100 m","1.060,-","4 Zimmer","8051
    
    
        Graz","Privat"
"1598196105-1109","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=29&rows=100","Med-Campus, Universitätsklinikum-LKH Graz - Neubau - möblierte provisionsfreie 2-Zimmerwohnung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/med-campus-universitaetsklinikum-lkh-graz-neubau-moeblierte-provisionsfreie-2-zimmerwohnung-398370599/","Med-Campus, Universitätsklinikum-LKH Graz - Neubau - möblierte provisionsfreie 2-Zimmerwohnung","39 m","717,-","2 Zimmer","8010
    
    
        Graz","Privat"
"1598196164-3198","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=8&rows=100","- Genial aufgeteilte 2-Zimmer Wohnung // provisionsfrei mieten! // mit gemütlichem Balkon // hochwertige...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/-genial-aufgeteilte-2-zimmer-wohnung-provisionsfrei-mieten-mit-gemuetlichem-balkon-hochwertige-innenausstattung-401828346/","- Genial aufgeteilte 2-Zimmer Wohnung // provisionsfrei mieten! // mit gemütlichem Balkon // hochwertige...","47 m","608,14","2 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196113-1437","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=26&rows=100","Neubauwohnung in Graz Eggenberg - Erstbezug mit Balkon - hochwertige Innenausstattung mit offener Einbauküche...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/neubauwohnung-in-graz-eggenberg-erstbezug-mit-balkon-hochwertige-innenausstattung-mit-offener-einbaukueche-provisionsfrei-mieten-398877450/","Neubauwohnung in Graz Eggenberg - Erstbezug mit Balkon - hochwertige Innenausstattung mit offener Einbauküche...","74 m","947,87","3 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196170-3447","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=6&rows=100","WOHNTRAUM MITTEN IN GRAZ - DIE SMART CITY MACHT'S MÖGLICH! HERRLICHE 2-ZIMMER-WOHNUNG...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wohntraum-mitten-in-graz-die-smart-city-machts-moeglich-herrliche-2-zimmer-wohnung-moderner-bau-tolle-infrastruktur-401972939/","WOHNTRAUM MITTEN IN GRAZ - DIE SMART CITY MACHT'S MÖGLICH! HERRLICHE 2-ZIMMER-WOHNUNG...","43 m","599,01","2 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196116-1513","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=25&rows=100","Garten-Wohnung am Lendplatz mit 2 Zimmern","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/garten-wohnung-am-lendplatz-mit-2-zimmern-379214313/","Garten-Wohnung am Lendplatz mit 2 Zimmern","46 m","680,-","2 Zimmer","8020
    
    
        Graz","grazial.at - Ihre Immobilienvermittlung"
"1598196147-2635","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=14&rows=100","2-Zimmer-Wohnung in Graz, Hermann-Lönsgasse 25/4, ab November 2020 verfügbar - provisionsfrei!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/2-zimmer-wohnung-in-graz-hermann-loensgasse-25-4-ab-november-2020-verfuegbar-provisionsfrei-401152227/","2-Zimmer-Wohnung in Graz, Hermann-Lönsgasse 25/4, ab November 2020 verfügbar - provisionsfrei!","48 m","570,97","2 Zimmer","8020
    
    
        Gries","GWS"
"1598196105-1124","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=29&rows=100","Studenten-/ Pärchenwohnung mit toller Aussicht","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/studenten-paerchenwohnung-mit-toller-aussicht-398347059/","Studenten-/ Pärchenwohnung mit toller Aussicht","60 m","690,-","2 Zimmer","8010
    
    
        Geidorf","Privat"
"1598196155-2917","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=11&rows=100","Schnäppchen Wohnung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schnaeppchen-wohnung-401551924/","Schnäppchen Wohnung","69 m","700,-","2 Zimmer","8020
    
    
        Lend","Privat"
"1598196102-1060","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=30&rows=100","Schnäppchen, Innere Stadt","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schnaeppchen-innere-stadt-397868350/","Schnäppchen, Innere Stadt","91 m","649,-","2 Zimmer","8010
    
    
        Andritz","Privat"
"1598196093-694","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=33&rows=100","Petrifelderstraße 95/16 - Erstbezugswohnung mit Terrasse","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/petrifelderstrasse-95-16-erstbezugswohnung-mit-terrasse-390713639/","Petrifelderstraße 95/16 - Erstbezugswohnung mit Terrasse","48 m","743,-","2 Zimmer","8041
    
    
        Graz","Wesiak Gesellschaft m.b.H."
"1598196153-2835","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=12&rows=100","Top Genossenschaftswohnungen im Zentrum von Graz!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/top-genossenschaftswohnungen-im-zentrum-von-graz-401412243/","Top Genossenschaftswohnungen im Zentrum von Graz!","77 m","771,61","3 Zimmer","8010
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196175-3674","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=4&rows=100","Wohnen im Dachgeschoss mit Balkon!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wohnen-im-dachgeschoss-mit-balkon-329233241/","Wohnen im Dachgeschoss mit Balkon!","69 m","717,96","3 Zimmer","8010
    
    
        Graz","Rustler Immobilientreuhand GesmbH"
"1598196170-3477","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=6&rows=100","WOHNEN IN WALTENDORF* 2 SONNIGE** BALKONE! TOP AUFTEILUNG!! AB SOFORT BEZIEHBAR !!*","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wohnen-in-waltendorf-2-sonnige-balkone-top-aufteilung-ab-sofort-beziehbar-401972897/","WOHNEN IN WALTENDORF* 2 SONNIGE** BALKONE! TOP AUFTEILUNG!! AB SOFORT BEZIEHBAR !!*","100 m","996,78","3 Zimmer","8042
    
    
        Graz","PW Projekt Wohnen"
"1598196139-2316","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=17&rows=100","WOHNEN IN SMART CITY - COOL, MODERN UND STYLISCH! TRAUMHAFTE 2 ZIMMER WOHNUNG MIT BALKON! NÄHE...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wohnen-in-smart-city-cool-modern-und-stylisch-traumhafte-2-zimmer-wohnung-mit-balkon-naehe-grazer-hauptbahnhof-400675397/","WOHNEN IN SMART CITY - COOL, MODERN UND STYLISCH! TRAUMHAFTE 2 ZIMMER WOHNUNG MIT BALKON! NÄHE...","62 m","899,-","3 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196127-1880","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=21&rows=100","Provisionsfrei: Sanierter 3 ZIMMER-Altbau mit 2 Balkonen und möblierter Einbauküche (2er-WG)!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/provisionsfrei-sanierter-3-zimmer-altbau-mit-2-balkonen-und-moeblierter-einbaukueche-2er-wg-399951107/","Provisionsfrei: Sanierter 3 ZIMMER-Altbau mit 2 Balkonen und möblierter Einbauküche (2er-WG)!","71 m","732,-","3 Zimmer","8020
    
    
        Lend","Gewerblicher Anbieter"
"1598196116-1566","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=25&rows=100","Neu sanierte Altbauwohnung!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/neu-sanierte-altbauwohnung-399008729/","Neu sanierte Altbauwohnung!","58 m","589,55","2 Zimmer","8020
    
    
        Graz","Schauersberg Immobilien GmbH"
